"Station_id","Station_name","Date","Daytype","Rides"
40140,"Dempster-Skokie",2019-01-04,"W",1508
40140,"Dempster-Skokie",2019-01-05,"A",795
40140,"Dempster-Skokie",2019-01-06,"U",647
40140,"Dempster-Skokie",2019-01-07,"W",1625
40140,"Dempster-Skokie",2019-01-08,"W",1796
40140,"Dempster-Skokie",2019-01-09,"W",1633
40140,"Dempster-Skokie",2019-01-10,"W",1705
40140,"Dempster-Skokie",2019-01-11,"W",1533
40140,"Dempster-Skokie",2019-01-12,"A",568
40140,"Dempster-Skokie",2019-01-13,"U",543
40140,"Dempster-Skokie",2019-01-14,"W",1826
40140,"Dempster-Skokie",2019-01-15,"W",1862
40140,"Dempster-Skokie",2019-01-16,"W",1866
40140,"Dempster-Skokie",2019-01-17,"W",1851
40140,"Dempster-Skokie",2019-01-18,"W",1660
40140,"Dempster-Skokie",2019-01-19,"A",582
40140,"Dempster-Skokie",2019-01-20,"U",483
40140,"Dempster-Skokie",2019-01-21,"W",1010
40140,"Dempster-Skokie",2019-01-22,"W",1820
40140,"Dempster-Skokie",2019-01-23,"W",1847
40140,"Dempster-Skokie",2019-01-24,"W",1774
40140,"Dempster-Skokie",2019-01-25,"W",1291
40140,"Dempster-Skokie",2019-01-26,"A",552
40140,"Dempster-Skokie",2019-01-27,"U",480
40140,"Dempster-Skokie",2019-01-28,"W",1625
40140,"Dempster-Skokie",2019-01-29,"W",1410
40140,"Dempster-Skokie",2019-01-30,"W",176
40140,"Dempster-Skokie",2019-01-31,"W",483
40150,"Pulaski-Cermak",2019-01-01,"U",527
40150,"Pulaski-Cermak",2019-01-02,"W",808
40150,"Pulaski-Cermak",2019-01-03,"W",917
40150,"Pulaski-Cermak",2019-01-04,"W",936
40150,"Pulaski-Cermak",2019-01-05,"A",606
40150,"Pulaski-Cermak",2019-01-06,"U",455
40150,"Pulaski-Cermak",2019-01-07,"W",952
40150,"Pulaski-Cermak",2019-01-08,"W",961
40150,"Pulaski-Cermak",2019-01-09,"W",940
40150,"Pulaski-Cermak",2019-01-10,"W",927
40150,"Pulaski-Cermak",2019-01-11,"W",980
40150,"Pulaski-Cermak",2019-01-12,"A",538
40150,"Pulaski-Cermak",2019-01-13,"U",357
40150,"Pulaski-Cermak",2019-01-14,"W",973
40150,"Pulaski-Cermak",2019-01-15,"W",1029
40150,"Pulaski-Cermak",2019-01-16,"W",1024
40150,"Pulaski-Cermak",2019-01-17,"W",1061
40150,"Pulaski-Cermak",2019-01-18,"W",1003
40150,"Pulaski-Cermak",2019-01-19,"A",531
40150,"Pulaski-Cermak",2019-01-20,"U",382
40150,"Pulaski-Cermak",2019-01-21,"W",639
40150,"Pulaski-Cermak",2019-01-22,"W",993
40150,"Pulaski-Cermak",2019-01-23,"W",981
40150,"Pulaski-Cermak",2019-01-24,"W",987
40150,"Pulaski-Cermak",2019-01-25,"W",768
40150,"Pulaski-Cermak",2019-01-26,"A",474
40150,"Pulaski-Cermak",2019-01-27,"U",399
40150,"Pulaski-Cermak",2019-01-28,"W",973
40150,"Pulaski-Cermak",2019-01-29,"W",848
40150,"Pulaski-Cermak",2019-01-30,"W",223
40150,"Pulaski-Cermak",2019-01-31,"W",443
40160,"LaSalle/Van Buren",2019-01-01,"U",239
40160,"LaSalle/Van Buren",2019-01-02,"W",2721
40160,"LaSalle/Van Buren",2019-01-03,"W",2894
40160,"LaSalle/Van Buren",2019-01-04,"W",2738
40160,"LaSalle/Van Buren",2019-01-05,"A",498
40160,"LaSalle/Van Buren",2019-01-06,"U",297
40160,"LaSalle/Van Buren",2019-01-07,"W",3200
40160,"LaSalle/Van Buren",2019-01-08,"W",3220
40160,"LaSalle/Van Buren",2019-01-09,"W",3192
40160,"LaSalle/Van Buren",2019-01-10,"W",3187
40160,"LaSalle/Van Buren",2019-01-11,"W",2917
40160,"LaSalle/Van Buren",2019-01-12,"A",434
40160,"LaSalle/Van Buren",2019-01-13,"U",306
40160,"LaSalle/Van Buren",2019-01-14,"W",3142
40160,"LaSalle/Van Buren",2019-01-15,"W",3232
40160,"LaSalle/Van Buren",2019-01-16,"W",3204
40160,"LaSalle/Van Buren",2019-01-17,"W",3157
40160,"LaSalle/Van Buren",2019-01-18,"W",2810
40160,"LaSalle/Van Buren",2019-01-19,"A",370
40160,"LaSalle/Van Buren",2019-01-20,"U",275
40160,"LaSalle/Van Buren",2019-01-21,"W",1341
40160,"LaSalle/Van Buren",2019-01-22,"W",3328
40160,"LaSalle/Van Buren",2019-01-23,"W",3291
40160,"LaSalle/Van Buren",2019-01-24,"W",3205
40160,"LaSalle/Van Buren",2019-01-25,"W",2672
40160,"LaSalle/Van Buren",2019-01-26,"A",387
40160,"LaSalle/Van Buren",2019-01-27,"U",285
40160,"LaSalle/Van Buren",2019-01-28,"W",3417
40160,"LaSalle/Van Buren",2019-01-29,"W",2994
40160,"LaSalle/Van Buren",2019-01-30,"W",596
40160,"LaSalle/Van Buren",2019-01-31,"W",1266
40170,"Ashland-Lake",2019-01-01,"U",485
40170,"Ashland-Lake",2019-01-02,"W",1857
40170,"Ashland-Lake",2019-01-03,"W",1947
40170,"Ashland-Lake",2019-01-04,"W",2144
40170,"Ashland-Lake",2019-01-05,"A",996
40170,"Ashland-Lake",2019-01-06,"U",681
40170,"Ashland-Lake",2019-01-07,"W",2329
40170,"Ashland-Lake",2019-01-08,"W",2449
40170,"Ashland-Lake",2019-01-09,"W",2436
40170,"Ashland-Lake",2019-01-10,"W",2323
40170,"Ashland-Lake",2019-01-11,"W",2249
40170,"Ashland-Lake",2019-01-12,"A",1158
40170,"Ashland-Lake",2019-01-13,"U",581
40170,"Ashland-Lake",2019-01-14,"W",2349
40170,"Ashland-Lake",2019-01-15,"W",2354
40170,"Ashland-Lake",2019-01-16,"W",2386
40170,"Ashland-Lake",2019-01-17,"W",2437
40170,"Ashland-Lake",2019-01-18,"W",2249
40170,"Ashland-Lake",2019-01-19,"A",1050
40170,"Ashland-Lake",2019-01-20,"U",636
40170,"Ashland-Lake",2019-01-21,"W",1263
40170,"Ashland-Lake",2019-01-22,"W",2471
40170,"Ashland-Lake",2019-01-23,"W",2447
40170,"Ashland-Lake",2019-01-24,"W",2281
40170,"Ashland-Lake",2019-01-25,"W",1880
40170,"Ashland-Lake",2019-01-26,"A",884
40170,"Ashland-Lake",2019-01-27,"U",586
40170,"Ashland-Lake",2019-01-28,"W",2142
40170,"Ashland-Lake",2019-01-29,"W",1831
40170,"Ashland-Lake",2019-01-30,"W",268
40170,"Ashland-Lake",2019-01-31,"W",789
40180,"Oak Park-Forest Park",2019-01-01,"U",356
40180,"Oak Park-Forest Park",2019-01-02,"W",1413
40180,"Oak Park-Forest Park",2019-01-03,"W",1557
40180,"Oak Park-Forest Park",2019-01-04,"W",1521
40180,"Oak Park-Forest Park",2019-01-05,"A",532
40180,"Oak Park-Forest Park",2019-01-06,"U",428
40180,"Oak Park-Forest Park",2019-01-07,"W",1669
40180,"Oak Park-Forest Park",2019-01-08,"W",1801
40180,"Oak Park-Forest Park",2019-01-09,"W",1760
40180,"Oak Park-Forest Park",2019-01-10,"W",1698
40180,"Oak Park-Forest Park",2019-01-11,"W",1654
40180,"Oak Park-Forest Park",2019-01-12,"A",491
40180,"Oak Park-Forest Park",2019-01-13,"U",340
40180,"Oak Park-Forest Park",2019-01-14,"W",1877
40180,"Oak Park-Forest Park",2019-01-15,"W",1911
40180,"Oak Park-Forest Park",2019-01-16,"W",1895
40180,"Oak Park-Forest Park",2019-01-17,"W",1914
40180,"Oak Park-Forest Park",2019-01-18,"W",1731
40180,"Oak Park-Forest Park",2019-01-19,"A",431
40180,"Oak Park-Forest Park",2019-01-20,"U",317
40180,"Oak Park-Forest Park",2019-01-21,"W",783
40180,"Oak Park-Forest Park",2019-01-22,"W",1846
40180,"Oak Park-Forest Park",2019-01-23,"W",1893
40180,"Oak Park-Forest Park",2019-01-24,"W",1809
40180,"Oak Park-Forest Park",2019-01-25,"W",1369
40180,"Oak Park-Forest Park",2019-01-26,"A",408
40180,"Oak Park-Forest Park",2019-01-27,"U",285
40180,"Oak Park-Forest Park",2019-01-28,"W",1787
40180,"Oak Park-Forest Park",2019-01-29,"W",1594
40180,"Oak Park-Forest Park",2019-01-30,"W",192
40180,"Oak Park-Forest Park",2019-01-31,"W",444
40190,"Sox-35th-Dan Ryan",2019-01-01,"U",1671
40190,"Sox-35th-Dan Ryan",2019-01-02,"W",2554
40190,"Sox-35th-Dan Ryan",2019-01-03,"W",3054
40190,"Sox-35th-Dan Ryan",2019-01-04,"W",3163
40190,"Sox-35th-Dan Ryan",2019-01-05,"A",2070
40190,"Sox-35th-Dan Ryan",2019-01-06,"U",1714
40190,"Sox-35th-Dan Ryan",2019-01-07,"W",3177
40190,"Sox-35th-Dan Ryan",2019-01-08,"W",3559
40190,"Sox-35th-Dan Ryan",2019-01-09,"W",3397
40190,"Sox-35th-Dan Ryan",2019-01-10,"W",3421
40190,"Sox-35th-Dan Ryan",2019-01-11,"W",3467
40190,"Sox-35th-Dan Ryan",2019-01-12,"A",1652
40190,"Sox-35th-Dan Ryan",2019-01-13,"U",1552
40190,"Sox-35th-Dan Ryan",2019-01-14,"W",3628
40190,"Sox-35th-Dan Ryan",2019-01-15,"W",3729
40190,"Sox-35th-Dan Ryan",2019-01-16,"W",3809
40190,"Sox-35th-Dan Ryan",2019-01-17,"W",3942
40190,"Sox-35th-Dan Ryan",2019-01-18,"W",3926
40190,"Sox-35th-Dan Ryan",2019-01-19,"A",1621
